time,x[1],x[2],der(x[1]),der(x[2]),A[1.1],A[1.2],A[2.1],A[2.2]
0.374000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.375000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.376000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.377000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.378000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.379000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.380000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.381000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.382000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.383000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.384000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.385000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.386000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.387000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.388000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.389000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.390000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.391000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.392000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.393000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.394000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.395000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.396000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.397000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.398000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.399000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.400000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.401000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.402000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.403000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.404000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.405000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.406000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.407000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.408000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.409000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.410000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.411000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.412000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.413000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.414000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.415000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.416000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.417000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.418000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.419000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.420000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.421000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.422000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.423000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.424000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.425000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.426000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.427000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.428000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.429000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.430000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.431000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.432000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.433000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.434000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.435000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.436000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.437000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.438000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.439000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.440000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.441000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.442000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.443000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.444000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.445000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.446000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.447000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.448000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.449000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.450000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.451000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.452000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.453000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.454000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.455000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.456000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.457000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.458000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.459000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.460000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.461000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.462000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.463000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.464000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.465000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.466000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.467000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.468000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.469000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.470000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.471000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.472000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.473000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.474000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.475000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.476000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.477000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.478000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.479000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.480000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.481000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.482000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.483000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.484000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.485000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.486000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.487000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.488000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.489000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.490000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.491000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.492000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.493000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.494000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.495000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.496000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.497000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.498000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.499000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.500000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.501000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.502000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.503000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.504000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.505000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.506000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.507000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.508000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.509000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.510000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.511000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.512000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.513000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.514000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.515000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.516000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.517000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.518000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.519000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.520000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.521000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.522000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.523000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.524000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.525000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.526000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.527000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.528000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.529000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.530000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.531000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.532000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.533000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.534000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.535000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.536000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.537000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.538000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.539000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.540000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.541000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.542000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.543000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.544000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.545000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.546000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.547000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.548000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.549000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.550000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.551000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.552000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.553000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.554000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.555000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.556000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.557000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.558000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.559000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.560000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
0.561000,1.000000000000000,2.000000000000000,-0.5000000000000000,-2.000000000000000,-2.000000000000000,0.000000000000000,0.000000000000000,-1.000000000000000
